,umur,gender,occupation,nominal,periode_transaksi,kategori_nominal
1052,30,1,Balai Besar Pengawas Obat dan Makanan di Jaka,246849,1,Nominal rendah
1053,30,1,Balai Besar Pengawas Obat dan Makanan di Jaka,216971,1,Nominal rendah
1054,30,0,Konsultan,891620,1,Nominal rendah
1055,30,0,Konsultan,90000,1,Nominal rendah
1056,30,0,Manufaktur,275967,1,Nominal rendah
1057,30,0,Rektor,1500000,1,Nominal rendah
1058,30,0,Rektor,135000,1,Nominal rendah
1060,30,0,Sales &amp; Marketing,387000,1,Nominal rendah
1062,30,1,Amil,180000,1,Nominal rendah
1063,30,0,Karyawan,460450,1,Nominal rendah
1065,30,0,ASN,455000,1,Nominal rendah
1068,30,1,ASN,500000,1,Nominal rendah
1069,30,1,ASN,310000,1,Nominal rendah
1071,30,1,ASN,200000,1,Nominal rendah
1072,30,0,Amil,150000,1,Nominal rendah
1073,30,1,ASN,252000,1,Nominal rendah
1074,30,1,ASN,1500000,1,Nominal rendah
1075,30,1,Karyawan,180000,1,Nominal rendah
1078,30,1,Asuransi,4300000,1,Nominal diatas rata-rata
1079,30,0,ASN,382800,1,Nominal rendah
1080,30,1,Asuransi,3617780,1,Nominal rendah
1081,30,1,Karyawan,286000,2,Nominal rendah
1082,30,0,Kesehatan,324500,2,Nominal rendah
1083,30,1,Balai Besar Pengawas Obat dan Makanan di Jaka,227730,2,Nominal rendah
1084,30,1,Balai Besar Pengawas Obat dan Makanan di Jaka,409392,2,Nominal rendah
1085,30,0,Manufaktur,295138,2,Nominal rendah
1088,30,0,Sales &amp; Marketing,393069,2,Nominal rendah
1090,30,0,BUMN,1000000,2,Nominal rendah
1093,30,0,ASN,381617,2,Nominal rendah
1095,30,0,ASN,654000,0,Nominal rendah
1096,30,0,ASN,2200000,0,Nominal rendah
1097,30,1,Amil,10000,0,Nominal rendah
1098,30,1,Jasa Konsultasi Perpajakan,5976250,0,Nominal diatas rata-rata
1099,30,0,Manufaktur,297879,0,Nominal rendah
1100,30,0,Amil,181019,0,Nominal rendah
1101,30,0,Sales &amp; Marketing,338763,0,Nominal rendah
1102,30,0,Amil,587500,0,Nominal rendah
1103,30,0,Pelayanan Jasa,125000,0,Nominal rendah
1104,30,0,Lain-lain,2500000,0,Nominal rendah
1105,30,1,Perhotelan,272500,0,Nominal rendah
1106,30,0,Kesehatan,324500,0,Nominal rendah
1107,30,0,ASN,386015,0,Nominal rendah
1109,30,0,Lain-lain,2500000,0,Nominal rendah
1110,30,1,ASN,525000,0,Nominal rendah
1113,30,1,Balai Besar Pengawas Obat dan Makanan di Jaka,217090,0,Nominal rendah
1116,31,1,Pegawai Swasta,150000,2,Nominal rendah
1117,31,1,Administrasi,50000,2,Nominal rendah
1118,31,1,Amil,171980,2,Nominal rendah
1119,31,1,Amil,202917,2,Nominal rendah
1120,31,0,Amil,246399,2,Nominal rendah
1121,31,0,Amil,190365,2,Nominal rendah
1122,31,0,Amil,249225,2,Nominal rendah
1123,31,0,Amil,190645,2,Nominal rendah
1124,31,0,SDM,256754,2,Nominal rendah
1125,31,1,Amil,203014,2,Nominal rendah
1126,31,0,Amil,272710,2,Nominal rendah
1127,31,1,Telekomunikasi,794115,2,Nominal rendah
1128,31,0,Amil,170681,2,Nominal rendah
1137,31,0,IT,991660,2,Nominal rendah
1138,31,1,ASN,389000,2,Nominal rendah
1139,31,1,Call Center,100000,2,Nominal rendah
1140,31,1,Administrasi,30000,2,Nominal rendah
1141,31,1,Administrasi,87500,2,Nominal rendah
1142,31,0,08096,388945,2,Nominal rendah
1143,31,0,Asuransi,332627,2,Nominal rendah
1145,31,1,Lain-lain,500000,2,Nominal rendah
1146,31,0,ASN,215000,2,Nominal rendah
1147,31,1,ASN,500000,2,Nominal rendah
1149,31,0,Konstruksi,320000,2,Nominal rendah
1151,31,1,Administrasi,20000,2,Nominal rendah
1152,31,1,IT,1000000,2,Nominal rendah
1158,31,1,Telekomunikasi,251647,2,Nominal rendah
1165,31,0,Konstruksi,210000,2,Nominal rendah
1167,31,0,Konstruksi,375637,2,Nominal rendah
1171,31,0,Konsultan,150000,2,Nominal rendah
1172,31,0,Karyawan,180000,2,Nominal rendah
1173,31,1,Administrasi,25000,2,Nominal rendah
1175,31,1,Administrasi,40000,2,Nominal rendah
1176,31,0,Amil,25000,2,Nominal rendah
1177,31,1,Manufaktur,158500,2,Nominal rendah
1179,31,1,Financial Services,250000,2,Nominal rendah
1180,31,0,IT,929160,2,Nominal rendah
1188,31,1,Telekomunikasi,312312,2,Nominal rendah
1197,31,1,IT,2000000,2,Nominal rendah
1198,31,0,Konstruksi,210000,1,Nominal rendah
1199,31,0,IT,1460999,1,Nominal rendah
1200,31,0,Amil,246399,1,Nominal rendah
1201,31,0,Amil,190365,1,Nominal rendah
1202,31,1,Amil,202917,1,Nominal rendah
1203,31,0,Amil,190645,1,Nominal rendah
1204,31,1,Amil,203014,1,Nominal rendah
1205,31,1,Amil,171980,1,Nominal rendah
1206,31,0,Amil,272710,1,Nominal rendah
1207,31,0,Amil,249225,1,Nominal rendah
1208,31,1,Administrasi,50000,1,Nominal rendah
1209,31,1,Pegawai Swasta,150000,1,Nominal rendah
1211,31,1,Call Center,100000,1,Nominal rendah
1212,31,1,Financial Services,250000,1,Nominal rendah
1214,31,0,IT,5205189,1,Nominal diatas rata-rata
1215,31,0,Konstruksi,375637,1,Nominal rendah
1216,31,1,Administrasi,30000,1,Nominal rendah
1217,31,1,Administrasi,87500,1,Nominal rendah
1218,31,1,ASN,500000,1,Nominal rendah
1219,31,0,ASN,215000,1,Nominal rendah
1224,31,0,Asuransi,333611,1,Nominal rendah
1227,31,0,Amil,249223,1,Nominal rendah
1229,31,1,ASN,290000,1,Nominal rendah
1232,31,1,IT,1500000,1,Nominal rendah
1233,31,0,Karyawan,135000,1,Nominal rendah
1234,31,1,Administrasi,125000,1,Nominal rendah
1235,31,1,Administrasi,112500,1,Nominal rendah
1236,31,0,Amil,150000,1,Nominal rendah
1238,31,0,IT,45000,1,Nominal rendah
1242,31,0,IT,11692698,1,Nominal diatas rata-rata
1244,31,0,IT,1207300,1,Nominal rendah
1247,31,0,Amil,10001,1,Nominal rendah
1248,31,0,Amil,45000,1,Nominal rendah
1251,31,0,Minyak &amp; Gas,1200000,1,Nominal rendah
1252,31,1,Administrasi,12500,1,Nominal rendah
1253,31,0,Karyawan,45000,1,Nominal rendah
1254,31,0,SDM,265997,1,Nominal rendah
1255,31,1,Amil,50000,1,Nominal rendah
1256,31,0,Minyak &amp; Gas,180000,1,Nominal rendah
1258,31,1,Amil,45000,1,Nominal rendah
1259,31,0,Konstruksi,135000,1,Nominal rendah
1265,31,0,Asuransi,333732,2,Nominal rendah
1266,31,1,ASN,520000,2,Nominal rendah
1267,31,0,ASN,228000,2,Nominal rendah
1268,31,0,SDM,265997,2,Nominal rendah
1269,31,0,Amil,323993,2,Nominal rendah
1270,31,1,Amil,223574,2,Nominal rendah
1271,31,0,Amil,354523,2,Nominal rendah
1273,31,0,Amil,213047,2,Nominal rendah
1274,31,0,Amil,221885,2,Nominal rendah
1275,31,0,Amil,247474,2,Nominal rendah
1276,31,1,Amil,263792,2,Nominal rendah
1277,31,1,Amil,207392,2,Nominal rendah
1278,31,1,Amil,263918,2,Nominal rendah
1279,31,0,Amil,320318,2,Nominal rendah
1280,31,1,Amil,195430,2,Nominal rendah
1281,31,0,Amil,247839,2,Nominal rendah
1284,31,0,IT,808981,2,Nominal rendah
1285,31,1,Administrasi,37500,2,Nominal rendah
1293,31,0,ASN,228000,0,Nominal rendah
1294,31,1,ASN,450000,0,Nominal rendah
1295,31,1,ASN,305000,0,Nominal rendah
1296,31,0,ASN,943523,0,Nominal rendah
1297,31,0,Konsultan,250000,0,Nominal rendah
1298,31,0,Amil,286345,0,Nominal rendah
1299,31,1,Amil,180579,0,Nominal rendah
1300,31,1,Amil,213063,0,Nominal rendah
1301,31,0,Amil,200177,0,Nominal rendah
1302,31,0,Amil,179215,0,Nominal rendah
1303,31,1,Amil,213165,0,Nominal rendah
1304,31,0,Amil,261687,0,Nominal rendah
1305,31,0,Amil,258719,0,Nominal rendah
1306,31,0,Amil,199883,0,Nominal rendah
1307,31,0,Amil,172077,0,Nominal rendah
1308,31,1,Financial Services,250000,0,Nominal rendah
1309,31,0,SDM,265997,0,Nominal rendah
1319,31,0,IT,636601,0,Nominal rendah
1321,31,1,Call Center,100000,0,Nominal rendah
1322,31,0,Konstruksi,371887,0,Nominal rendah
1329,31,0,Konsultan,250000,2,Nominal rendah
1331,31,1,Administrasi,10000,2,Nominal rendah
1336,31,1,Financial Services,300000,2,Nominal rendah
1339,31,0,MANUFAKTUR,173800,2,Nominal rendah
1342,31,0,IT,886500,2,Nominal rendah
1343,31,1,Administrasi,65000,2,Nominal rendah
1345,31,0,08096,382589,2,Nominal rendah
1361,31,0,IT,1345095,2,Nominal rendah
1365,31,1,Telekomunikasi,184826,2,Nominal rendah
1366,31,0,Asuransi,327452,2,Nominal rendah
1374,31,0,MANUFAKTUR,156000,2,Nominal rendah
1388,31,1,Administrasi,55000,2,Nominal rendah
1391,31,0,Asuransi,322295,2,Nominal rendah
1395,31,1,Telekomunikasi,268250,2,Nominal rendah
1400,31,1,Telekomunikasi,663478,2,Nominal rendah
1409,31,1,Amil,10000,2,Nominal rendah
1414,31,0,Konstruksi,500000,2,Nominal rendah
1424,31,0,Amil,500,2,Nominal rendah
1425,31,1,Amil,20000,2,Nominal rendah
1438,31,0,MANUFAKTUR,302000,2,Nominal rendah
1448,31,0,Amil,10000,2,Nominal rendah
1449,31,0,Asuransi,327533,2,Nominal rendah
1450,31,0,08096,407331,2,Nominal rendah
1451,31,0,ASN,213500,2,Nominal rendah
1453,31,0,Karyawan,1150000,2,Nominal rendah
1454,31,0,IT,5263588,2,Nominal diatas rata-rata
1456,31,0,Lain-lain,2745410,2,Nominal rendah
1457,31,1,Administrasi,52500,2,Nominal rendah
1459,31,1,Administrasi,62500,2,Nominal rendah
1460,31,1,Telekomunikasi,255116,2,Nominal rendah
1461,31,1,Amil,193347,2,Nominal rendah
1462,31,0,Amil,181300,2,Nominal rendah
1463,31,0,Amil,259722,2,Nominal rendah
1464,31,1,Amil,193254,2,Nominal rendah
1465,31,0,Amil,181567,2,Nominal rendah
1466,31,0,Amil,237358,2,Nominal rendah
1467,31,0,Amil,234665,2,Nominal rendah
1468,31,0,Karyawan,345825,2,Nominal rendah
1469,31,1,Asuransi,150000,2,Nominal rendah
1471,31,1,Pendidikan,50000,2,Nominal rendah
1473,31,0,IT,782500,2,Nominal rendah
1474,31,0,MANUFAKTUR,167500,2,Nominal rendah
1475,31,1,Administrasi,95000,2,Nominal rendah
1476,31,0,Konstruksi,329952,2,Nominal rendah
1481,31,0,Pendidikan,175000,2,Nominal rendah
1482,31,0,Pendidikan,125000,2,Nominal rendah
1484,31,1,Amil,10002,2,Nominal rendah
1485,31,1,Administrasi,47500,2,Nominal rendah
1486,31,0,Pemerintahan,4137000,2,Nominal diatas rata-rata
1487,31,0,Karyawan,243159,2,Nominal rendah
1489,31,0,SDM,245111,2,Nominal rendah
1498,31,0,MANUFAKTUR,153500,2,Nominal rendah
1501,31,0,Karyawan,349385,2,Nominal rendah
1504,31,1,Administrasi,101250,2,Nominal rendah
1505,31,0,IT,1311500,2,Nominal rendah
1510,31,1,IT,3000000,2,Nominal rendah
1511,31,1,Administrasi,32500,2,Nominal rendah
1512,31,0,ASN,908010,2,Nominal rendah
1514,31,0,Karyawan,218767,2,Nominal rendah
1519,31,1,Manufaktur,917653,2,Nominal rendah
1520,31,0,Amil,1000,2,Nominal rendah
1521,31,1,ASN,500000,2,Nominal rendah
1522,31,0,Amil,208802,2,Nominal rendah
1523,31,1,Telekomunikasi,285387,2,Nominal rendah
1524,31,0,Amil,208494,2,Nominal rendah
1525,31,1,Amil,222242,2,Nominal rendah
1526,31,0,Amil,269865,2,Nominal rendah
1527,31,0,Amil,186936,2,Nominal rendah
1528,31,1,Amil,222349,2,Nominal rendah
1529,31,0,Amil,272961,2,Nominal rendah
1531,31,1,Amil,174726,2,Nominal rendah
1532,31,1,Amil,188359,2,Nominal rendah
1534,31,0,Amil,298682,2,Nominal rendah
1535,31,0,FMCG (Fast Moving Consumer Goods),300000,2,Nominal rendah
1536,31,0,Karyawan,273466,2,Nominal rendah
1539,31,0,Amil,51000,2,Nominal rendah
1540,31,0,Amil,50000,2,Nominal rendah
1541,31,0,MANUFAKTUR,155000,2,Nominal rendah
1543,31,1,Administrasi,12500,2,Nominal rendah
1550,31,0,Karyawan,391982,1,Nominal rendah
1551,31,0,SDM,256754,1,Nominal rendah
1552,31,1,IT,1000000,1,Nominal rendah
1554,31,1,Administrasi,12568,1,Nominal rendah
1556,31,1,Administrasi,25000,1,Nominal rendah
1557,31,0,IT,1066500,1,Nominal rendah
1562,31,0,Amil,170681,1,Nominal rendah
1567,31,0,SDM,180000,1,Nominal rendah
1568,31,0,Karyawan,400000,1,Nominal rendah
1570,31,0,MANUFAKTUR,232000,1,Nominal rendah
1571,31,0,FMCG (Fast Moving Consumer Goods),135000,1,Nominal rendah
1573,31,0,FMCG (Fast Moving Consumer Goods),300000,1,Nominal rendah
1575,31,1,Administrasi,37500,1,Nominal rendah
1578,31,1,ASN,700000,1,Nominal rendah
1579,31,1,Telekomunikasi,755350,1,Nominal rendah
1580,31,1,Financial Services,45000,1,Nominal rendah
1582,31,0,Pemerintahan,10000,1,Nominal rendah
1583,31,0,IT,90000,1,Nominal rendah
1585,31,1,Amil,135000,1,Nominal rendah
1593,31,0,IT,150000,1,Nominal rendah
1594,31,0,Amil,90000,1,Nominal rendah
1595,31,0,Amil,135000,1,Nominal rendah
1597,31,0,Amil,50000,1,Nominal rendah
1599,31,0,IT,1074000,1,Nominal rendah
1601,31,1,Amil,75000,1,Nominal rendah
1602,31,0,MANUFAKTUR,161000,1,Nominal rendah
1603,31,0,Karyawan,268666,1,Nominal rendah
1605,31,0,Karyawan,1500000,1,Nominal rendah
1607,31,1,Amil,10345,1,Nominal rendah
1608,31,1,IT,2000000,1,Nominal rendah
1612,31,0,Mahasiswa,90000,1,Nominal rendah
1616,31,0,Minyak &amp; Gas,1500000,1,Nominal rendah
1617,31,0,08096,382589,1,Nominal rendah
1618,31,0,ASN,45000,1,Nominal rendah
1622,31,1,IT,600000,1,Nominal rendah
1623,31,0,Pemerintahan,10000,2,Nominal rendah
1626,31,0,Pemerintahan,20000,2,Nominal rendah
1627,31,1,IT,1200000,2,Nominal rendah
1628,31,1,Administrasi,175000,2,Nominal rendah
1633,31,1,Telekomunikasi,174541,2,Nominal rendah
1649,31,0,MANUFAKTUR,157500,2,Nominal rendah
1656,31,0,SDM,256754,0,Nominal rendah
1657,31,0,Pemerintahan,15000,0,Nominal rendah
1658,31,0,Amil,190365,0,Nominal rendah
1659,31,0,Amil,246399,0,Nominal rendah
1660,31,1,Amil,202917,0,Nominal rendah
1661,31,0,Amil,272710,0,Nominal rendah
1664,31,1,Amil,203014,0,Nominal rendah
1665,31,1,Amil,171980,0,Nominal rendah
1666,31,0,Amil,249225,0,Nominal rendah
1667,31,0,Amil,190645,0,Nominal rendah
1668,31,0,Amil,170681,0,Nominal rendah
1669,31,0,IT,886500,0,Nominal rendah
1670,31,1,Administrasi,20000,0,Nominal rendah
1672,31,0,Asuransi,322295,0,Nominal rendah
1673,31,1,Telekomunikasi,416268,0,Nominal rendah
1674,31,1,Administrasi,92500,0,Nominal rendah
1675,31,1,Pegawai Swasta,150000,0,Nominal rendah
1676,31,1,Administrasi,31400,0,Nominal rendah
1677,31,0,MANUFAKTUR,173800,0,Nominal rendah
1678,31,0,ASN,215000,0,Nominal rendah
1679,31,0,08096,382589,0,Nominal rendah
1680,31,1,ASN,500000,0,Nominal rendah
1681,31,0,Asuransi,327452,0,Nominal rendah
1682,31,1,IT,1000000,0,Nominal rendah
1683,31,0,Karyawan,300000,0,Nominal rendah
1706,31,1,Telekomunikasi,1543369,2,Nominal rendah
1707,31,0,Karyawan,100000,2,Nominal rendah
1708,32,0,Pelaksana,300000,2,Nominal rendah
1709,32,0,Amil,190365,2,Nominal rendah
1710,32,0,Perbankan,125000,2,Nominal rendah
1711,32,1,Amil,263623,2,Nominal rendah
1712,32,0,Jasa Outsourcing,50000,2,Nominal rendah
1714,32,0,Divisi Pengumpulan,6000000,2,Nominal diatas rata-rata
1715,32,0,Komputer,1396000,2,Nominal rendah
1718,32,1,Swasta,199547,2,Nominal rendah
1719,32,0,Farmasi,292000,2,Nominal rendah
1720,32,0,Transportasi,19930000,2,Nominal tinggi
1721,32,0,Transportasi,3750000,2,Nominal rendah
1722,32,0,09070,361113,2,Nominal rendah
1723,32,0,Subbagian Umum,550000,2,Nominal rendah
1724,32,0,Subbagian Umum,300000,2,Nominal rendah
1725,32,0,08104,551536,2,Nominal rendah
1728,32,0,Jasa Outsourcing,100000,2,Nominal rendah
1729,32,0,Jasa Outsourcing,80000,2,Nominal rendah
1730,32,0,Karyawan,1436205,2,Nominal rendah
1731,32,0,BUMN,615000,2,Nominal rendah
1734,32,0,Lingkungan,100000,2,Nominal rendah
1735,32,1,Karyawati,1050000,2,Nominal rendah
1738,32,0,Karyawan,1054817,2,Nominal rendah
1739,32,0,Komputer,2037000,2,Nominal rendah
1741,32,1,Swasta,199457,2,Nominal rendah
1742,32,1,Swasta,300543,2,Nominal rendah
1743,32,0,Farmasi,318125,2,Nominal rendah
1746,32,1,ASN,650000,2,Nominal rendah
1747,32,0,Perbankan,820000,2,Nominal rendah
1749,32,0,BUMN,407000,2,Nominal rendah
1752,32,0,Lingkungan,300000,2,Nominal rendah
1753,32,1,Karyawati,1100000,2,Nominal rendah
1754,32,0,Perbankan,245000,2,Nominal rendah
1760,32,0,Komputer,1447000,2,Nominal rendah
1764,32,0,Perbankan,2685000,2,Nominal rendah
1769,32,0,Pegawai Swasta,270000,2,Nominal rendah
1770,32,0,BUMN,443000,2,Nominal rendah
1771,32,0,Pegawai Swasta,315000,2,Nominal rendah
1772,32,0,Pegawai Swasta,195000,2,Nominal rendah
1773,32,0,Pegawai Swasta,350000,2,Nominal rendah
1775,32,0,Pelaksana,450000,2,Nominal rendah
1776,32,1,JAMINAN SOSIAL,445000,1,Nominal rendah
1777,32,0,Perbankan,390000,1,Nominal rendah
1778,32,0,Amil,190365,1,Nominal rendah
1779,32,1,Karyawati,800000,1,Nominal rendah
1780,32,1,Amil,263623,1,Nominal rendah
1781,32,0,Perbankan,126000,1,Nominal rendah
1782,32,0,Jasa Outsourcing,50000,1,Nominal rendah
1784,32,0,Komputer,1447000,1,Nominal rendah
1785,32,0,Divisi Pengumpulan,6000000,1,Nominal diatas rata-rata
1786,32,1,Swasta,191982,1,Nominal rendah
1787,32,0,Farmasi,318125,1,Nominal rendah
1788,32,0,BUMN,542000,1,Nominal rendah
1789,32,0,Jasa Outsourcing,100000,1,Nominal rendah
1790,32,0,Jasa Outsourcing,80000,1,Nominal rendah
1791,32,0,Lingkungan,300000,1,Nominal rendah
1792,32,1,ASN,1116382,1,Nominal rendah
1794,32,0,Farmasi,390025,1,Nominal rendah
1796,32,0,Pelaksana,150000,1,Nominal rendah
1797,32,0,Komputer,1325000,1,Nominal rendah
1798,32,0,Amil,180000,1,Nominal rendah
1799,32,0,Jasa Outsourcing,90000,1,Nominal rendah
1802,32,0,Subbagian Umum,300000,1,Nominal rendah
1803,32,0,Subbagian Umum,246107,1,Nominal rendah
1804,32,0,Subbagian Umum,225000,1,Nominal rendah
1805,32,0,Subbagian Umum,408070,1,Nominal rendah
1808,32,0,Hukum,135000,1,Nominal rendah
1809,32,0,IT,180000,1,Nominal rendah
1810,32,1,Lain-lain,4500000,1,Nominal diatas rata-rata
1811,32,1,IT,180000,1,Nominal rendah
1812,32,0,Lain-lain,90000,1,Nominal rendah
1813,32,0,Perbankan,1250000,2,Nominal rendah
1816,32,1,Swasta,191982,2,Nominal rendah
1817,32,1,Swasta,308018,2,Nominal rendah
1818,32,0,Perbankan,150000,2,Nominal rendah
1819,32,1,ASN,809000,2,Nominal rendah
1821,32,0,09070,362363,2,Nominal rendah
1822,32,0,BUMN,927000,2,Nominal rendah
1824,32,0,Jasa Outsourcing,200000,2,Nominal rendah
1826,32,1,Karyawati,1000000,2,Nominal rendah
1827,32,1,Dokter,5500000,2,Nominal diatas rata-rata
1828,32,0,Pegawai Swasta,190000,2,Nominal rendah
1829,32,0,Pelaksana,4392500,2,Nominal diatas rata-rata
1830,32,1,Amil,342710,2,Nominal rendah
1831,32,0,Amil,247474,2,Nominal rendah
1832,32,0,Perbankan,200000,2,Nominal rendah
1842,32,0,BUMN,1188000,2,Nominal rendah
1846,32,1,ASN,331000,2,Nominal rendah
1847,32,0,Pegawai Swasta,407000,2,Nominal rendah
1848,32,0,Perbankan,385000,0,Nominal rendah
1849,32,0,Subbagian Umum,1050944,0,Nominal rendah
1850,32,0,Amil,199883,0,Nominal rendah
1851,32,1,Amil,276804,0,Nominal rendah
1852,32,1,ASN,866647,0,Nominal rendah
1854,32,0,Jasa Outsourcing,50000,0,Nominal rendah
1856,32,0,Perbankan,155000,0,Nominal rendah
1858,32,0,Lain-lain,2900000,0,Nominal rendah
1859,32,0,Komputer,1447000,0,Nominal rendah
1860,32,0,Divisi Pengumpulan,6000000,0,Nominal diatas rata-rata
1861,32,0,Lain-lain,10000,0,Nominal rendah
1862,32,0,Farmasi,318125,0,Nominal rendah
1863,32,0,Lain-lain,2600000,0,Nominal rendah
1867,32,0,BUMN,454000,2,Nominal rendah
1868,32,0,Lain-lain,10000,2,Nominal rendah
1871,32,0,Pelaksana,150000,2,Nominal rendah
1877,32,0,Karyawan,1397467,2,Nominal rendah
1879,32,0,Pegawai Swasta,318000,2,Nominal rendah
1881,32,1,Karyawati,650000,2,Nominal rendah
1882,32,0,BUMN,390000,2,Nominal rendah
1883,32,0,Pegawai Swasta,230000,2,Nominal rendah
1884,32,0,Mahasiswa,250000,2,Nominal rendah
1887,32,0,Pegawai Swasta,411900,2,Nominal rendah
1890,32,0,Perbankan,390000,2,Nominal rendah
1896,32,1,ASN,325500,2,Nominal rendah
1900,32,0,BUMN,759000,2,Nominal rendah
1901,32,1,ASN,1086357,2,Nominal rendah
1902,32,0,Karyawan,1299558,2,Nominal rendah
1903,32,0,Lingkungan,53000,2,Nominal rendah
1904,32,1,Karyawati,760000,2,Nominal rendah
1909,32,0,Perbankan,120000,2,Nominal rendah
1914,32,0,Perbankan,385000,2,Nominal rendah
1920,32,0,BUMN,444000,2,Nominal rendah
1921,32,0,Karyawan,2326212,2,Nominal rendah
1926,32,0,Karyawan,1364299,2,Nominal rendah
1934,32,1,Karyawati,550000,2,Nominal rendah
1936,32,0,Pegawai Swasta,250000,2,Nominal rendah
1938,32,0,QSHE,150000,2,Nominal rendah
1940,32,0,BUMN,356000,2,Nominal rendah
1943,32,0,Perbankan,270000,2,Nominal rendah
1946,32,1,IT,195225,2,Nominal rendah
1949,32,0,Jasa Outsourcing,250000,2,Nominal rendah
1957,32,0,BUMN,413000,2,Nominal rendah
1958,32,0,Karyawan,1443540,2,Nominal rendah
1959,32,0,Farmasi,339000,2,Nominal rendah
1960,32,1,JAMINAN SOSIAL,2000000,2,Nominal rendah
1961,32,0,08104,582482,2,Nominal rendah
1964,32,0,BUMN,397000,2,Nominal rendah
1966,32,1,ASN,618000,2,Nominal rendah
1967,32,0,Mahasiswa,275000,2,Nominal rendah
1968,32,0,Pegawai Swasta,432000,2,Nominal rendah
1970,32,0,ASN,141295,2,Nominal rendah
1971,32,0,Komputer,896000,2,Nominal rendah
1973,32,1,Karyawati,1800000,2,Nominal rendah
1975,32,1,Amil,251069,2,Nominal rendah
1976,32,0,Amil,181300,2,Nominal rendah
1977,32,1,Swasta,288123,2,Nominal rendah
1978,32,0,Perbankan,365000,2,Nominal rendah
1985,32,0,QSHE,500010,2,Nominal rendah
1986,32,1,ASN,309000,2,Nominal rendah
1987,32,0,Pegawai Swasta,158000,2,Nominal rendah
1990,32,0,Lain-lain,200000,2,Nominal rendah
1993,32,0,Farmasi,341000,2,Nominal rendah
1994,32,0,Komputer,1638000,2,Nominal rendah
1999,32,1,Swasta,211877,2,Nominal rendah
2001,32,1,Karyawati,700000,2,Nominal rendah
2004,32,0,Perbankan,3015000,2,Nominal rendah
2005,32,1,ASN,1928231,2,Nominal rendah
2006,32,0,Lain-lain,150000,2,Nominal rendah
2008,32,1,Amil,288730,2,Nominal rendah
2009,32,0,Amil,208494,2,Nominal rendah
2012,32,0,Komputer,1425000,2,Nominal rendah
2013,32,0,Perbankan,115000,2,Nominal rendah
2015,32,1,Swasta,199456,2,Nominal rendah
2018,32,1,Karyawati,1360000,2,Nominal rendah
2022,32,1,ASN,534626,1,Nominal rendah
2024,32,1,ASN,375000,1,Nominal rendah
2026,32,0,Transportasi,180000,1,Nominal rendah
2031,32,0,Amil,135000,1,Nominal rendah
2032,32,0,Farmasi,323000,1,Nominal rendah
2034,32,1,IT,45000,1,Nominal rendah
2035,32,1,IT,3000000,1,Nominal rendah
2036,32,0,Perbankan,1326500,1,Nominal rendah
2037,32,0,Karyawan,145000,1,Nominal rendah
2040,32,0,Perbankan,120000,1,Nominal rendah
2041,32,0,Komputer,2681450,1,Nominal rendah
2042,32,0,IT,1500000,1,Nominal rendah
2043,32,1,Swasta,199457,1,Nominal rendah
2044,32,1,Dokter,500000,1,Nominal rendah
2045,32,1,Dokter,180000,1,Nominal rendah
2046,32,0,ASN,234425,1,Nominal rendah
2047,32,0,Farmasi,292000,1,Nominal rendah
2050,32,0,09070,361113,1,Nominal rendah
2051,32,1,JAMINAN SOSIAL,1200000,1,Nominal rendah
2053,32,0,08104,551536,1,Nominal rendah
2055,32,1,ASN,1183782,1,Nominal rendah
2057,32,1,ASN,522000,2,Nominal rendah
2062,32,0,Perbankan,135000,2,Nominal rendah
2070,32,1,Karyawati,515000,2,Nominal rendah
2071,32,0,Pegawai Swasta,302000,2,Nominal rendah
2072,32,0,Pegawai Swasta,185000,2,Nominal rendah
2074,32,0,Pegawai Swasta,165000,2,Nominal rendah
2077,32,1,JAMINAN SOSIAL,1700000,2,Nominal rendah
2080,32,0,Karyawan,2545806,0,Nominal rendah
2081,32,0,Pelaksana,150000,0,Nominal rendah
2082,32,0,Perbankan,384600,0,Nominal rendah
2083,32,0,QSHE,50000,0,Nominal rendah
2084,32,1,ASN,325500,0,Nominal rendah
2085,32,0,Amil,190365,0,Nominal rendah
2086,32,1,Amil,263623,0,Nominal rendah
2087,32,0,Perbankan,130000,0,Nominal rendah
2088,32,0,Komputer,1396000,0,Nominal rendah
2092,32,0,Karyawan,1376178,0,Nominal rendah
